available_cities,available_days,available_time_slots,base_price,breed_specific,category,city_pricing,created_at,created_by,deposit_percentage,description,duration,duration_minutes,excludes,features,fulfillment,id,image,image_url,includes,is_24x7,is_active,is_bookable,is_free,is_synced_from_product,mira_whispers,name,payment_timing,pet_count_pricing,pet_size_pricing,pet_sizes,pet_types,pillar,price,provider_id,provider_name,requires_consultation,service_type,source_product_id,status,sync_timestamp,tags,updated_at
,,,299.0,,treats,,2026-02-27T16:08:35.546634+00:00,,,"Indulge your furry friend with our delectable Dehydrated Banana Chips – a healthy and tasty snack they'll adore! Made from premium-quality bananas, our chips are carefully dehydrated to retain their natural goodness. These chips are rich in potassium, supporting heart health and muscle function in d",,,,,,svc-shopify-7854835302554,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/BANANAJERKY.png?v=1688275515,,,,,,True,,Banana Chips,,,,,,shop,299.0,,,,product,shopify-7854835302554,active,2026-02-27T16:08:48.351935+00:00,['jerky'],2026-02-27T16:08:48.351937+00:00
,,,700.0,,treats,,2026-02-27T16:08:35.547102+00:00,,,"Delivery within 7-12 days of ordering Treat Jar Filled With Treats! Doggo being lazy with the excitement all dispuppeared? This yummy Treat Jar, with your furry baby’s name on it, is what you need to get him all drooling. “Heck Karen! Can’t stahp lubing this tasty bamboozle!“, is what you’re surely ",,,,,,svc-shopify-5695291064474,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/treatjar2_1.jpg?v=1599218328,,,,,,True,,Custom Treat Jar,,,,,,shop,700.0,,,,product,shopify-5695291064474,active,2026-02-27T16:08:48.352346+00:00,['Treat Jar'],2026-02-27T16:08:48.352348+00:00
,,,900.0,,hampers,,2026-02-27T16:08:35.547521+00:00,,,"Discover the joy of The Doggy Bakery's ""Pampered Pup Treat Trove,"" a compact treasure chest brimming with pet-pleasing delights. Indulge your dog with our pure Coconut Butter, engage them with a Peanut Butter Lick Mat, and reward with gourmet biscuits. It's a trifecta of taste and fun, perfect for s",,,,,,svc-shopify-7841451114650,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/5.png?v=1719387148,,,,,,True,,Pampered Woof,,,,,,shop,900.0,,,,product,shopify-7841451114650,active,2026-02-27T16:08:48.352797+00:00,['Gift Box'],2026-02-27T16:08:48.352799+00:00
,,,899.0,,hampers,,2026-02-27T16:08:35.547980+00:00,,,"Celebrate the dog-loving gentleman in your life with the ""Bark &amp; Brew Dog Dad Woof Box."" This perfect gift combo features a sleek, dog-themed coffee mug for his favorite morning brew and a pack of our savory single-ingredient jerky treats that his furry pal will adore. Elevate their bonding mome",,,,,,svc-shopify-7841451049114,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/CelebrateDogFather_sDay-ThePerfectGiftforthePerfectDuo_..ShopTodayatwww.thedoggybakery.com.._thedoggybakery_tdbtribe_2.jpg?v=1718347274,,,,,,True,,Doggo Dad,,,,,,shop,899.0,,,,product,shopify-7841451049114,active,2026-02-27T16:08:48.353230+00:00,['Gift Box'],2026-02-27T16:08:48.353232+00:00
,,,349.0,,nut-butters,,2026-02-27T16:08:35.548395+00:00,,,"Introducing The Doggy Bakery's Edible Coconut Butter Spread, a homemade delight that brings both flavor and nutrition to your furry friends. Our premium coconut butter spread is carefully crafted using only 100% coconut, ensuring a wholesome and delicious treat for your pets. With TDB's Edible Cocon",,,,,,svc-shopify-7838553079962,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/5_7.png?v=1704367544,,,,,,True,,Coconut Butter,,,,,,shop,349.0,,,,product,shopify-7838553079962,active,2026-02-27T16:08:48.353690+00:00,"['coconut butter', 'Spread', 'Treats']",2026-02-27T16:08:48.353692+00:00
,,,335.0,,nut-butters,,2026-02-27T16:08:35.548829+00:00,,,"Indulge your furry friend with the irresistible taste of our Peanut Butter Coconut Biscuits! Made with all-natural ingredients including peanut butter, coconut oil, and oats, these heart-shaped biscuits are the perfect snack for any time of day. Peanut butter is a great source of protein and healthy",,,,,,svc-shopify-7824896884890,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/PEANUTBUTTERCOOKIES.png?v=1684822060,,,,,,True,,Peanut Butter Cookies,,,,,,shop,335.0,,,,product,shopify-7824896884890,active,2026-02-27T16:08:48.354232+00:00,"['Biscuits', 'Treats']",2026-02-27T16:08:48.354239+00:00
,,,338.0,,nut-butters,,2026-02-27T16:08:35.549253+00:00,,,"Indulge your furry friend with the irresistible taste of our Peanut Butter Coconut Chicken Biscuits! Made with high-quality ingredients like peanut butter, coconut oil, chicken bits, and oats, these heart-shaped biscuits are sure to satisfy your dog's cravings. Peanut butter is a great source of pro",,,,,,svc-shopify-7824894558362,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/CHICKEN_PBCOOKIES.png?v=1684821916,,,,,,True,,Peanut Butter & Chicken,,,,,,shop,338.0,,,,product,shopify-7824894558362,active,2026-02-27T16:08:48.354758+00:00,"['Biscuits', 'Treats']",2026-02-27T16:08:48.354761+00:00
,,,1499.0,,accessories,,2026-02-27T16:08:35.549676+00:00,,,"Ideal for beginners, and dogs who enjoy a breezy challenge. Perfect to slow dogs who eat quick and feed a fair portion of healthy Doggy Bakery treats. It slows them down, gives their nose and mind a thorough workout, and keeps them busy and entertained a while.",,,,,,svc-shopify-7755704696986,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/OceanJewels-Sniffer-Mat2-1024x1024.jpg?v=1679289684,,,,,,True,,Sniffer Mat,,,,,,shop,1499.0,,,,product,shopify-7755704696986,active,2026-02-27T16:08:48.355243+00:00,['Toys'],2026-02-27T16:08:48.355245+00:00
,,,500.0,,frozen-treats,,2026-02-27T16:08:35.550104+00:00,,,"4 servings of 125ml each Introducing our delicious Coconut and Mint Dog Frozen Yogurt! Made with real coconut and mint, this frozen treat is sure to be a hit with your furry friend. It's the perfect way to cool down on a hot summer day, and it's made with ingredients that are safe for dogs to consum",,,,,,svc-shopify-7660392054938,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/MINTCOCONUT.png?v=1693304758,,,,,,True,,Mint & Coconut Fro-Yo,,,,,,shop,500.0,,,,product,shopify-7660392054938,active,2026-02-27T16:08:48.355725+00:00,"['summer', 'Treats', 'Yoghurt']",2026-02-27T16:08:48.355726+00:00
,,,550.0,,frozen-treats,,2026-02-27T16:08:35.550542+00:00,,,"4 servings of 125ml each Introducing our delicious Strawberry Flavor Dog Frozen Yogurt! Made with real strawberries, this frozen treat is sure to be a hit with your furry friend. It's the perfect way to cool down on a hot summer day, and it's made with ingredients that are safe for dogs to consume. ",,,,,,svc-shopify-7660389007514,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/STRAWBERRY_12269760-e5cd-4c70-8d53-7f65ea85e1a9.png?v=1713249892,,,,,,True,,Strawberry Fro-Yo,,,,,,shop,550.0,,,,product,shopify-7660389007514,active,2026-02-27T16:08:48.356152+00:00,"['summer', 'Treats', ""Valentine's"", 'Yoghurt']",2026-02-27T16:08:48.356154+00:00
,,,400.0,,frozen-treats,,2026-02-27T16:08:35.550972+00:00,,,"Box of 8 bone-shape pieces Bone-shaped jellos are ideal for ending a pupper fren’s lomg day. These jellos are made with real Strawberries with optional chicken broth and are given a hint of mint, frozen with a teaspoon of our dog friendly gelatin. Making it the perfect summer snack! All the recipes ",,,,,,svc-shopify-7657046376602,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/7.png?v=1720173339,,,,,,True,,Strawberry Cold Jello Bones,,,,,,shop,400.0,,,,product,shopify-7657046376602,active,2026-02-27T16:08:48.356593+00:00,"['Gummies', 'summer', 'Treats', ""Valentine's""]",2026-02-27T16:08:48.356595+00:00
,,,400.0,,frozen-treats,,2026-02-27T16:08:35.551420+00:00,,,"Box of 8 bone-shape pieces Bone-shaped jellos are ideal for ending a pupper fren’s lomg day. These jellos are made with real Pumpkin with optional chicken broth and are given a hint of mint, frozen with a teaspoon of our dog friendly gelatin. Making it the perfect summer snack! Net Weight: 200 grams",,,,,,svc-shopify-7657053913242,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/8.png?v=1720173340,,,,,,True,,Pumpkin Cold Jello Bones,,,,,,shop,400.0,,,,product,shopify-7657053913242,active,2026-02-27T16:08:48.357038+00:00,"['Gummies', 'summer', 'Treats']",2026-02-27T16:08:48.357040+00:00
,,,699.0,,cakes,,2026-02-27T16:08:35.551884+00:00,,,"This bone-shaped cake is a treat for the eyes and taste buds! It boasts a base with a variety of flavors to choose from, ensuring it's tailored to your dog's preferences. The cake is generously topped with our homemade paneer and peanut butter for that irresistible canine delight. The borders are ad",,,,,,svc-shopify-7657057222810,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/CrunchyBoney.png?v=1703998411,,,,,,True,,Crunchy Boney,,,,,,shop,699.0,,,,product,shopify-7657057222810,active,2026-02-27T16:08:48.357489+00:00,"['Birthdays', 'Bone', 'cake', 'Cakes', 'Custom message', 'Treats']",2026-02-27T16:08:48.357491+00:00
,,,400.0,,frozen-treats,,2026-02-27T16:08:35.552332+00:00,,,"Box of 8 bone-shape pieces Bone-shaped jellos are ideal for ending a pupper fren’s lomg day. These jellos are made with real coconut with optional chicken broth and are given a hint of mint, frozen with a teaspoon of our dog friendly gelatin. Making it the perfect summer snack! Net Weight: 400 grams",,,,,,svc-shopify-7657055518874,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Untitled_design_6.png?v=1720173566,,,,,,True,,Coconut Cold Jello Bones,,,,,,shop,400.0,,,,product,shopify-7657055518874,active,2026-02-27T16:08:48.357939+00:00,"['Gummies', 'summer', 'Treats']",2026-02-27T16:08:48.357941+00:00
,,,699.0,,cakes,,2026-02-27T16:08:35.552762+00:00,,,"It's the ultimate treat for your furry friend's special moments. A cake that's as impressive as a high five from your pup, bursting with flavors that celebrate their awesomeness. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory c",,,,,,svc-shopify-7657033597082,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Pawsome2.0_1.png?v=1703995833,,,,,,True,,Pawsome 2.0,,,,,,shop,699.0,,,,product,shopify-7657033597082,active,2026-02-27T16:08:48.358386+00:00,"['Birthdays', 'cake', 'Cakes', 'Cakes1', 'Custom message', 'Treats']",2026-02-27T16:08:48.358388+00:00
,,,350.0,,accessories,,2026-02-27T16:08:35.553198+00:00,,,"Oil is the Way! Hemp Oil is a storehouse of Omegas, Vitamins &amp; Antioxidants. It contains the ideal 3:1 ratio of Omega 3 &amp; 6 which the pets need. It has the perfect balance of Omega 3, 6 &amp; 9. Healing Leaf’s Hemp Oil is 75-80% polyunsaturated fatty acid (the good fats). Our Oil plays an im",,,,,,svc-shopify-7640675319962,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/HEMPOIL.png?v=1673437325,,,,,,True,,Hemp Oil,,,,,,shop,350.0,,,,product,shopify-7640675319962,active,2026-02-27T16:08:48.358849+00:00,"['health', 'Hemp']",2026-02-27T16:08:48.358851+00:00
,,,699.0,,breed-cakes,,2026-02-27T16:08:35.553619+00:00,,,"An adorable replication of the Shih Tzu's charm : That adorable face Net Weight: 500 grams All the recipes used in our bakery are a result of 70 years of research by our Patron Chef Mrs. Mira Sikand, feeding scores of dogs, day after day. Today we bake her perfected recipes of all-natural fresh-bake",,,,,,svc-shopify-7638238232730,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/ShihTzuSmile.png?v=1703997819,,,,,,True,,Shih Tzu Smiles,,,,,,shop,699.0,,,,product,shopify-7638238232730,active,2026-02-27T16:08:48.359303+00:00,"['Birthdays', 'Cakes', 'Circle', 'Shihtzu Cake']",2026-02-27T16:08:48.359305+00:00
,,,165.0,,fresh-meals,,2026-02-27T16:08:35.554075+00:00,,,"Fish &amp; Veggies — Omega-Rich, Freshly Cooked for Optimal Health A deliciously clean, protein-balanced recipe featuring fresh fish and seasonal vegetables — made to order, never mass-produced or shelf-stored. This meal is loaded with essential Omega-6 fatty acids and healthy fats to support skin h",,,,,,svc-shopify-7571103678618,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/3_471b2457-da41-4a92-ac36-d1ecdcf1cc28.png?v=1746441817,,,,,,True,,Fish & Veggies Meal,,,,,,shop,165.0,,,,product,shopify-7571103678618,active,2026-02-27T16:08:48.359738+00:00,['meals'],2026-02-27T16:08:48.359739+00:00
,,,499.0,,accessories,,2026-02-27T16:08:35.554499+00:00,,,"Clip on Bandana, made to stay on perfect for your baby’s birthday photoshoot! Adjustable straps, will make sure it’s the prefect size as well and reusable for the next birthday when your baby’s a bit bigger. Every doggo needs one.",,,,,,svc-shopify-7440890134682,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/brunocustom.png?v=1660289704,,,,,,True,,Custom Clip on Bandana,,,,,,shop,499.0,,,,product,shopify-7440890134682,active,2026-02-27T16:08:48.360185+00:00,"['Accessories', 'Bandana']",2026-02-27T16:08:48.360187+00:00
,,,350.0,,accessories,,2026-02-27T16:08:35.554976+00:00,,,"Chu the Bone Black is a durable dog chew toy made from 100% natural rubber and is gentle and soft on the teeth and gums. This interactive toy is vanilla scented &amp; treat-dispensing which means you can stuff food or treats such as our jerkies, peanut butter, and dahi inside the toy, keeping your d",,,,,,svc-shopify-7535448096922,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/C78AF89A-9E16-4F9B-8FC3-C1FA56A21E71.png?v=1665894644,,,,,,True,,Chu the Bone - Green,,,,,,shop,350.0,,,,product,shopify-7535448096922,active,2026-02-27T16:08:48.360616+00:00,['Toys'],2026-02-27T16:08:48.360618+00:00
,,,595.0,,accessories,,2026-02-27T16:08:35.555515+00:00,,,"Chu the Bone Black is a durable dog chew toy made from 100% natural rubber and is gentle and soft on the teeth and gums. This interactive toy is vanilla scented &amp; treat-dispensing which means you can stuff food or treats such as our jerkies, peanut butter, and dahi inside the toy, keeping your d",,,,,,svc-shopify-7535448752282,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/6F7E9EA2-BC56-4E38-86E8-F9386B55EC95.png?v=1665894706,,,,,,True,,Chu the Bone - Pink,,,,,,shop,595.0,,,,product,shopify-7535448752282,active,2026-02-27T16:08:48.361088+00:00,['Toys'],2026-02-27T16:08:48.361090+00:00
,,,350.0,,accessories,,2026-02-27T16:08:35.556008+00:00,,,"Chu the Bone Black is a durable dog chew toy made from 100% natural rubber and is gentle and soft on the teeth and gums. This interactive toy is vanilla scented &amp; treat-dispensing which means you can stuff food or treats such as our jerkies, peanut butter, and dahi inside the toy, keeping your d",,,,,,svc-shopify-7531881791642,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/Image_2.png?v=1665653580,,,,,,True,,Chu the Bone - Black,,,,,,shop,350.0,,,,product,shopify-7531881791642,active,2026-02-27T16:08:48.361550+00:00,['Toys'],2026-02-27T16:08:48.361552+00:00
,,,255.0,,treats,,2026-02-27T16:08:35.556450+00:00,,,"The Doggy Bakery Coconut Strips for dogs and cats is good for dog diarrhea, dog constipation, digestive problems, cat vomiting, and more. Our organic coconut chips are 100% human-grade. Bake with it, or add it to your smoothies, cereal, or eat right out of the bag as a wholesome snack. For your pets",,,,,,svc-shopify-7530168582298,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/COCONUTJERKY.png?v=1679635367,,,,,,True,,Coconut Chips,,,,,,shop,255.0,,,,product,shopify-7530168582298,active,2026-02-27T16:08:48.362011+00:00,['jerky'],2026-02-27T16:08:48.362013+00:00
,,,349.0,,hampers,,2026-02-27T16:08:35.556904+00:00,,,"The easiest way to feel Diwali-Ready this festive season! A seasonal box full of Diyas, Chakhris and more? No! These are our homemade, delicious and nutritious cookies for your doggos (based on the design of crackers). Made with cheese, oat flour and nothing else, celebrate Diwali with your doggos i",,,,,,svc-shopify-7524612997274,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Untitled_design_-_2025-10-01T105943.961.png?v=1759296616,,,,,,True,,Diwali Cracker Cookie Box,,,,,,shop,349.0,,,,product,shopify-7524612997274,active,2026-02-27T16:08:48.362454+00:00,['Diwali'],2026-02-27T16:08:48.362456+00:00
,,,499.0,,accessories,,2026-02-27T16:08:35.557336+00:00,,,"100% natural, human-grade virgin unrefined coconut oil with vetiver, known for its grounding, calming properties that is especially useful in dogs with a history of trauma. Rub a small amount onto your hands and then gently pat its coat, running your fingers through the fur and massaging a little in",,,,,,svc-shopify-7512621973658,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/02F4C7E3-E83D-4670-83F2-6AB6745E1E80.png?v=1665547091,,,,,,True,,Calm It - Vetiver Oil,,,,,,shop,499.0,,,,product,shopify-7512621973658,active,2026-02-27T16:08:48.362924+00:00,['health'],2026-02-27T16:08:48.362926+00:00
,,,249.0,,accessories,,2026-02-27T16:08:35.557789+00:00,,,"Easily brush through matts &amp; fur with our all organic, chemical free dog hair detangles LAVENDER Apple cider vinegar, fresh coconut oil , Lavender oil half cup apple cider vinegar. A half cup distilled water. 1-2 teaspoons coconut oil A few drops of your choice of lavender oil Shake it well and ",,,,,,svc-shopify-7512620236954,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/42D54782-EB4D-4A4B-A4D8-17AC098CF90D.png?v=1665547094,,,,,,True,,Detangler - Lavender Oil,,,,,,shop,249.0,,,,product,shopify-7512620236954,active,2026-02-27T16:08:48.363381+00:00,['health'],2026-02-27T16:08:48.363382+00:00
